院校代号,院校名,专业组号,再选科目要求(原文),subject_requirement,投档最低分,年份,首选(科类)
8082,安徽文达信息工程学院,02,不限,物理,484,2025,物理
8083,安徽外国语学院,02,不限,物理,484,2025,物理
8084,蚌埠工商学院,02,不限,物理,503,2025,物理
8084,蚌埠工商学院,03,化学,物理+化学,489,2025,物理
8086,安徽信息工程学院,02,化学,物理+化学,481,2025,物理
8087,马鞍山学院,02,不限,物理,500,2025,物理
8087,马鞍山学院,03,化学,物理+化学,489,2025,物理
8088,合肥城市学院,02,不限,物理,485,2025,物理
8088,合肥城市学院,03,化学,物理+化学,469,2025,物理
8090,芜湖学院,02,化学,物理+化学,492,2025,物理
8091,安徽医科大学临床医学院,01,不限,物理,499,2025,物理
8094,皖江工学院,02,不限,物理,484,2025,物理
8094,皖江工学院,03,不限,物理,485,2025,物理
8094,皖江工学院,04,化学,物理+化学,465,2025,物理
8120,厦门华厦学院,01,不限,物理,477,2025,物理
8120,厦门华厦学院,02,化学,物理+化学,463,2025,物理
8121,闽南理工学院,02,不限,物理,482,2025,物理
8121,闽南理工学院,03,化学,物理+化学,466,2025,物理
8122,闽南科技学院,01,化学,物理+化学,473,2025,物理
8124,厦门工学院,02,不限,物理,475,2025,物理
8124,厦门工学院,03,化学,物理+化学,463,2025,物理
8125,阳光学院,02,不限,物理,477,2025,物理
8125,阳光学院,04,化学,物理+化学,463,2025,物理
8126,厦门大学嘉庚学院,03,不限,物理,487,2025,物理
8126,厦门大学嘉庚学院,04,不限,物理,488,2025,物理
8126,厦门大学嘉庚学院,05,化学,物理+化学,473,2025,物理
8127,福州大学至诚学院,02,不限,物理,483,2025,物理
8127,福州大学至诚学院,03,化学,物理+化学,463,2025,物理
8128,集美大学诚毅学院,03,不限,物理,482,2025,物理
8128,集美大学诚毅学院,04,化学,物理+化学,470,2025,物理
8130,福州外语外贸学院,02,不限,物理,490,2025,物理
8130,福州外语外贸学院,03,化学,物理+化学,465,2025,物理
8132,仰恩大学,02,不限,物理,495,2025,物理
8133,泉州信息工程学院,01,不限,物理,482,2025,物理
8133,泉州信息工程学院,02,化学,物理+化学,464,2025,物理
8170,江西科技学院,03,不限,物理,491,2025,物理
8170,江西科技学院,04,化学,物理+化学,464,2025,物理
8171,江西工程学院,02,化学,物理+化学,487,2025,物理
8172,南昌理工学院,02,不限,物理,490,2025,物理
8172,南昌理工学院,03,化学,物理+化学,467,2025,物理
8173,江西应用科技学院,03,不限,物理,481,2025,物理
8173,江西应用科技学院,04,化学,物理+化学,463,2025,物理
8174,江西服装学院,02,不限,物理,477,2025,物理
8174,江西服装学院,03,化学,物理+化学,463,2025,物理
8175,南昌工学院,04,不限,物理,481,2025,物理
8175,南昌工学院,05,不限,物理,491,2025,物理
8175,南昌工学院,06,化学,物理+化学,464,2025,物理
8176,南昌大学科学技术学院,02,不限,物理,493,2025,物理
8176,南昌大学科学技术学院,03,不限,物理,496,2025,物理
8176,南昌大学科学技术学院,04,化学,物理+化学,492,2025,物理
8177,南昌大学共青学院,02,不限,物理,492,2025,物理
8177,南昌大学共青学院,03,化学,物理+化学,483,2025,物理
8178,南昌交通学院,02,不限,物理,488,2025,物理
8178,南昌交通学院,03,化学,物理+化学,471,2025,物理
8180,南昌航空大学科技学院,02,不限,物理,493,2025,物理
8180,南昌航空大学科技学院,03,化学,物理+化学,483,2025,物理
8183,江西农业大学南昌商学院,03,不限,物理,491,2025,物理
8183,江西农业大学南昌商学院,04,化学,物理+化学,482,2025,物理
8183,江西农业大学南昌商学院,05,生物,物理+生物,497,2025,物理
8185,江西师范大学科学技术学院,02,不限,物理,484,2025,物理
8185,江西师范大学科学技术学院,03,化学,物理+化学,478,2025,物理
8186,景德镇艺术职业大学,02,不限,物理,506,2025,物理
8187,南昌应用技术师范学院,01,不限,物理,498,2025,物理
8187,南昌应用技术师范学院,02,化学,物理+化学,471,2025,物理
8188,江西财经大学现代经济管理学院,02,不限,物理,490,2025,物理
8188,江西财经大学现代经济管理学院,03,不限,物理,489,2025,物理
8188,江西财经大学现代经济管理学院,04,化学,物理+化学,470,2025,物理
8210,齐鲁医药学院,04,不限,物理,500,2025,物理
8210,齐鲁医药学院,05,不限,物理,488,2025,物理
8210,齐鲁医药学院,06,不限,物理,501,2025,物理
8210,齐鲁医药学院,07,化学,物理+化学,491,2025,物理
8211,青岛滨海学院,02,不限,物理,482,2025,物理
8211,青岛滨海学院,03,化学,物理+化学,465,2025,物理
8212,烟台南山学院,02,化学,物理+化学,472,2025,物理
8213,潍坊科技学院,03,不限,物理,498,2025,物理
8213,潍坊科技学院,04,化学,物理+化学,488,2025,物理
8214,山东英才学院,02,化学,物理+化学,463,2025,物理
8215,青岛恒星科技学院,03,不限,物理,482,2025,物理
8215,青岛恒星科技学院,04,化学,物理+化学,463,2025,物理
8216,青岛黄海学院,02,不限,物理,492,2025,物理
8216,青岛黄海学院,03,化学,物理+化学,469,2025,物理
8217,山东现代学院,03,不限,物理,481,2025,物理
8217,山东现代学院,04,化学,物理+化学,469,2025,物理
8218,山东协和学院,02,不限,物理,486,2025,物理
8218,山东协和学院,03,化学,物理+化学,472,2025,物理
8219,烟台理工学院,02,化学,物理+化学,490,2025,物理
8220,青岛城市学院,02,不限,物理,483,2025,物理
8220,青岛城市学院,03,化学,物理+化学,468,2025,物理
8223,泰山科技学院,03,不限,物理,488,2025,物理
8223,泰山科技学院,04,化学,物理+化学,465,2025,物理
8225,青岛工学院,02,不限,物理,484,2025,物理
8225,青岛工学院,03,化学,物理+化学,465,2025,物理
8226,青岛农业大学海都学院,03,不限,物理,485,2025,物理
8226,青岛农业大学海都学院,04,化学,物理+化学,466,2025,物理
8226,青岛农业大学海都学院,05,生物,物理+生物,486,2025,物理
8227,齐鲁理工学院,02,不限,物理,482,2025,物理
8227,齐鲁理工学院,03,化学,物理+化学,466,2025,物理
8228,山东财经大学东方学院,02,不限,物理,493,2025,物理
8228,山东财经大学东方学院,03,不限,物理,499,2025,物理
8228,山东财经大学东方学院,04,化学,物理+化学,487,2025,物理
8230,烟台科技学院,02,化学,物理+化学,473,2025,物理
8249,山东工程职业技术大学,02,不限,物理,495,2025,物理
8260,北京城市学院,02,不限,物理,500,2025,物理
8260,北京城市学院,03,化学,物理+化学,463,2025,物理
8262,首都师范大学科德学院,02,不限,物理,468,2025,物理
8262,首都师范大学科德学院,03,化学,物理+化学,463,2025,物理
8263,北京金融科技学院,02,不限,物理,468,2025,物理
8263,北京金融科技学院,03,化学,物理+化学,463,2025,物理
8264,北京邮电大学世纪学院,02,不限,物理,476,2025,物理
8264,北京邮电大学世纪学院,03,化学,物理+化学,463,2025,物理
8265,北京工业大学耿丹学院,02,不限,物理,476,2025,物理
8265,北京工业大学耿丹学院,03,化学,物理+化学,463,2025,物理
8266,北京第二外国语学院中瑞酒店管理学院,02,不限,物理,463,2025,物理
8290,天津天狮学院,03,不限,物理,482,2025,物理
8290,天津天狮学院,04,化学,物理+化学,476,2025,物理
8291,天津外国语大学滨海外事学院,02,不限,物理,482,2025,物理
8292,天津传媒学院,02,化学,物理+化学,469,2025,物理
8293,天津商业大学宝德学院,04,不限,物理,488,2025,物理
8293,天津商业大学宝德学院,05,不限,物理,481,2025,物理
8293,天津商业大学宝德学院,06,不限,物理,481,2025,物理
8294,天津医科大学临床医学院,02,不限,物理,481,2025,物理
8297,天津理工大学中环信息学院,02,不限,物理,489,2025,物理
8297,天津理工大学中环信息学院,03,化学,物理+化学,470,2025,物理
8298,北京科技大学天津学院,02,不限,物理,482,2025,物理
8298,北京科技大学天津学院,03,化学,物理+化学,469,2025,物理
8299,天津仁爱学院,02,不限,物理,472,2025,物理
8299,天津仁爱学院,03,化学,物理+化学,463,2025,物理
8301,天津财经大学珠江学院,02,不限,物理,483,2025,物理
8301,天津财经大学珠江学院,03,化学,物理+化学,475,2025,物理
8313,河北科技学院,02,不限,物理,481,2025,物理
8313,河北科技学院,03,化学,物理+化学,464,2025,物理
8314,河北外国语学院,03,不限,物理,473,2025,物理
8314,河北外国语学院,04,不限,物理,478,2025,物理
8316,华北理工大学轻工学院,02,不限,物理,482,2025,物理
8316,华北理工大学轻工学院,03,化学,物理+化学,464,2025,物理
8318,河北经贸大学经济管理学院,02,不限,物理,493,2025,物理
8320,河北工程大学科信学院,01,不限,物理,502,2025,物理
8320,河北工程大学科信学院,02,化学,物理+化学,488,2025,物理
8323,石家庄铁道大学四方学院,02,不限,物理,502,2025,物理
8323,石家庄铁道大学四方学院,03,化学,物理+化学,493,2025,物理
8324,河北地质大学华信学院,01,不限,物理,483,2025,物理
8324,河北地质大学华信学院,02,化学,物理+化学,471,2025,物理
8326,保定理工学院,02,不限,物理,480,2025,物理
8326,保定理工学院,03,化学,物理+化学,469,2025,物理
8327,燕京理工学院,02,不限,物理,472,2025,物理
8328,北京中医药大学东方学院,02,不限,物理,477,2025,物理
8329,沧州交通学院,02,不限,物理,479,2025,物理
8329,沧州交通学院,03,化学,物理+化学,466,2025,物理
8330,河北东方学院,02,化学,物理+化学,476,2025,物理
8360,山西应用科技学院,02,不限,物理,481,2025,物理
8363,晋中信息学院,02,化学,物理+化学,481,2025,物理
8364,山西晋中理工学院,02,化学,物理+化学,474,2025,物理
8366,山西工商学院,03,不限,物理,492,2025,物理
8366,山西工商学院,04,化学,物理+化学,477,2025,物理
8379,运城职业技术大学,02,不限,物理,503,2025,物理
8401,辽宁对外经贸学院,01,不限,物理,467,2025,物理
8402,大连理工大学城市学院,01,不限,物理,476,2025,物理
8402,大连理工大学城市学院,02,化学,物理+化学,463,2025,物理
8404,沈阳工学院,01,不限,物理,475,2025,物理
8404,沈阳工学院,02,化学,物理+化学,471,2025,物理
8404,沈阳工学院,03,生物,物理+生物,480,2025,物理
8405,大连工业大学艺术与信息工程学院,01,不限,物理,480,2025,物理
8405,大连工业大学艺术与信息工程学院,02,化学,物理+化学,464,2025,物理
8406,大连科技学院,01,不限,物理,474,2025,物理
8406,大连科技学院,02,化学,物理+化学,463,2025,物理
8407,沈阳城市建设学院,02,不限,物理,472,2025,物理
8407,沈阳城市建设学院,03,化学,物理+化学,463,2025,物理
8408,大连医科大学中山学院,02,不限,物理,478,2025,物理
8408,大连医科大学中山学院,03,化学,物理+化学,470,2025,物理
8411,大连财经学院,02,不限,物理,480,2025,物理
8412,沈阳城市学院,02,不限,物理,470,2025,物理
8412,沈阳城市学院,03,化学,物理+化学,463,2025,物理
8416,大连东软信息学院,01,不限,物理,477,2025,物理
8416,大连东软信息学院,02,化学,物理+化学,467,2025,物理
8417,辽宁师范大学海华学院,02,不限,物理,476,2025,物理
8417,辽宁师范大学海华学院,03,化学,物理+化学,465,2025,物理
8440,吉林外国语大学,03,不限,物理,470,2025,物理
8440,吉林外国语大学,05,化学,物理+化学,465,2025,物理
8441,长春光华学院,02,不限,物理,470,2025,物理
8441,长春光华学院,03,不限,物理,469,2025,物理
8441,长春光华学院,04,化学,物理+化学,463,2025,物理
8442,长春工业大学人文信息学院,02,不限,物理,470,2025,物理
8442,长春工业大学人文信息学院,03,化学,物理+化学,463,2025,物理
8443,长春电子科技学院,02,不限,物理,469,2025,物理
8443,长春电子科技学院,03,化学,物理+化学,463,2025,物理
8444,长春财经学院,02,不限,物理,469,2025,物理
8444,长春财经学院,04,化学,物理+化学,463,2025,物理
8445,吉林建筑科技学院,02,不限,物理,470,2025,物理
8445,吉林建筑科技学院,03,化学,物理+化学,463,2025,物理
8446,长春建筑学院,01,不限,物理,469,2025,物理
8446,长春建筑学院,02,化学,物理+化学,463,2025,物理
8447,长春科技学院,02,不限,物理,468,2025,物理
8447,长春科技学院,03,化学,物理+化学,463,2025,物理
8448,吉林动画学院,01,不限,物理,470,2025,物理
8448,吉林动画学院,02,化学,物理+化学,463,2025,物理
8449,吉林师范大学博达学院,03,不限,物理,471,2025,物理
8449,吉林师范大学博达学院,04,不限,物理,467,2025,物理
8449,吉林师范大学博达学院,05,化学,物理+化学,463,2025,物理
8450,长春大学旅游学院,01,不限,物理,468,2025,物理
8450,长春大学旅游学院,02,化学,物理+化学,463,2025,物理
8451,长春人文学院,02,不限,物理,469,2025,物理
8451,长春人文学院,03,不限,物理,468,2025,物理
8451,长春人文学院,04,化学,物理+化学,463,2025,物理
8470,黑龙江东方学院,01,化学,物理+化学,463,2025,物理
8472,黑龙江财经学院,02,不限,物理,472,2025,物理
8472,黑龙江财经学院,03,化学,物理+化学,463,2025,物理
8473,哈尔滨石油学院,02,化学,物理+化学,467,2025,物理
8474,哈尔滨广厦学院,02,不限,物理,480,2025,物理
8475,哈尔滨华德学院,02,不限,物理,472,2025,物理
8475,哈尔滨华德学院,03,化学,物理+化学,463,2025,物理
8483,黑龙江工商学院,01,化学,物理+化学,463,2025,物理
8501,黄河科技学院,02,不限,物理,493,2025,物理
8501,黄河科技学院,03,化学,物理+化学,481,2025,物理
8502,郑州科技学院,02,不限,物理,492,2025,物理
8502,郑州科技学院,03,化学,物理+化学,499,2025,物理
8504,郑州财经学院,02,不限,物理,503,2025,物理
8504,郑州财经学院,03,化学,物理+化学,496,2025,物理
8505,商丘工学院,01,化学,物理+化学,474,2025,物理
8508,郑州工商学院,02,不限,物理,496,2025,物理
8508,郑州工商学院,03,化学,物理+化学,479,2025,物理
8510,郑州商学院,02,不限,物理,494,2025,物理
8510,郑州商学院,03,化学,物理+化学,496,2025,物理
8518,郑州西亚斯学院,03,化学,物理+化学,491,2025,物理
8550,武汉东湖学院,03,不限,物理,481,2025,物理
8550,武汉东湖学院,04,化学,物理+化学,468,2025,物理
8552,武昌首义学院,03,不限,物理,483,2025,物理
8552,武昌首义学院,04,化学,物理+化学,468,2025,物理
8553,武昌理工学院,02,不限,物理,487,2025,物理
8553,武昌理工学院,03,化学,物理+化学,468,2025,物理
8554,武汉生物工程学院,03,化学,物理+化学,472,2025,物理
8555,武汉晴川学院,02,不限,物理,482,2025,物理
8555,武汉晴川学院,03,化学,物理+化学,469,2025,物理
8556,湖北大学知行学院,02,不限,物理,485,2025,物理
8556,湖北大学知行学院,03,不限,物理,484,2025,物理
8556,湖北大学知行学院,04,化学,物理+化学,473,2025,物理
8556,湖北大学知行学院,05,化学,物理+化学,489,2025,物理
8557,武汉城市学院,02,不限,物理,483,2025,物理
8557,武汉城市学院,03,化学,物理+化学,470,2025,物理
8558,三峡大学科技学院,03,不限,物理,493,2025,物理
8558,三峡大学科技学院,04,化学,物理+化学,474,2025,物理
8559,湖北工业大学工程技术学院,02,化学,物理+化学,470,2025,物理
8560,武汉工程大学邮电与信息工程学院,02,不限,物理,482,2025,物理
8560,武汉工程大学邮电与信息工程学院,03,化学,物理+化学,473,2025,物理
8561,武汉纺织大学外经贸学院,03,不限,物理,484,2025,物理
8561,武汉纺织大学外经贸学院,04,不限,物理,498,2025,物理
8561,武汉纺织大学外经贸学院,05,化学,物理+化学,469,2025,物理
8562,武昌工学院,02,不限,物理,481,2025,物理
8562,武昌工学院,03,化学,物理+化学,469,2025,物理
8563,武汉工商学院,02,不限,物理,484,2025,物理
8563,武汉工商学院,03,化学,物理+化学,476,2025,物理
8565,长江大学文理学院,03,化学,物理+化学,473,2025,物理
8568,湖北医药学院药护学院,01,不限,物理,480,2025,物理
8570,湖北经济学院法商学院,02,不限,物理,481,2025,物理
8570,湖北经济学院法商学院,03,化学,物理+化学,473,2025,物理
8571,武汉体育学院体育科技学院,02,不限,物理,482,2025,物理
8572,湖北文理学院理工学院,03,不限,物理,491,2025,物理
8572,湖北文理学院理工学院,04,不限,物理,487,2025,物理
8572,湖北文理学院理工学院,05,化学,物理+化学,476,2025,物理
8573,文华学院,02,不限,物理,483,2025,物理
8573,文华学院,03,化学,物理+化学,466,2025,物理
8574,武汉工程科技学院,03,化学,物理+化学,465,2025,物理
8575,武汉华夏理工学院,02,不限,物理,482,2025,物理
8575,武汉华夏理工学院,03,化学,物理+化学,468,2025,物理
8576,武汉传媒学院,02,不限,物理,478,2025,物理
8577,武汉设计工程学院,02,化学,物理+化学,477,2025,物理
8601,长沙医学院,02,不限,物理,483,2025,物理
8601,长沙医学院,03,化学,物理+化学,476,2025,物理
8602,湖南涉外经济学院,03,不限,物理,473,2025,物理
8602,湖南涉外经济学院,04,不限,物理,472,2025,物理
8602,湖南涉外经济学院,05,化学,物理+化学,463,2025,物理
8605,湖南科技大学潇湘学院,02,化学,物理+化学,491,2025,物理
8606,南华大学船山学院,02,化学,物理+化学,486,2025,物理
8607,湘潭理工学院,02,不限,物理,485,2025,物理
8607,湘潭理工学院,03,化学,物理+化学,471,2025,物理
8608,湖南农业大学东方科技学院,02,化学,物理+化学,487,2025,物理
8609,常德学院,02,化学,物理+化学,491,2025,物理
8610,岳阳学院,03,不限,物理,481,2025,物理
8610,岳阳学院,04,化学,物理+化学,463,2025,物理
8612,湖南工程学院应用技术学院,01,不限,物理,487,2025,物理
8613,张家界学院,02,化学,物理+化学,463,2025,物理
8620,中南林业科技大学涉外学院,02,不限,物理,491,2025,物理
8620,中南林业科技大学涉外学院,03,化学,物理+化学,488,2025,物理
8640,广东白云学院,02,不限,物理,475,2025,物理
8640,广东白云学院,03,化学,物理+化学,463,2025,物理
8641,电子科技大学中山学院,01,不限,物理,474,2025,物理
8641,电子科技大学中山学院,02,化学,物理+化学,473,2025,物理
8641,电子科技大学中山学院,03,化学,物理+化学,463,2025,物理
8641,电子科技大学中山学院,04,化学,物理+化学,483,2025,物理
8641,电子科技大学中山学院,05,化学,物理+化学,479,2025,物理
8642,广东东软学院,01,不限,物理,476,2025,物理
8642,广东东软学院,02,化学,物理+化学,463,2025,物理
8643,广州城市理工学院,02,不限,物理,478,2025,物理
8643,广州城市理工学院,03,化学,物理+化学,464,2025,物理
8644,广州软件学院,01,化学,物理+化学,463,2025,物理
8644,广州软件学院,02,化学,物理+化学,472,2025,物理
8645,广州南方学院,02,不限,物理,475,2025,物理
8645,广州南方学院,03,化学,物理+化学,463,2025,物理
8646,广东外语外贸大学南国商学院,02,不限,物理,482,2025,物理
8646,广东外语外贸大学南国商学院,03,化学,物理+化学,463,2025,物理
8650,珠海科技学院,02,不限,物理,504,2025,物理
8650,珠海科技学院,03,化学,物理+化学,495,2025,物理
8651,广州工商学院,02,化学,物理+化学,463,2025,物理
8652,东莞城市学院,02,化学,物理+化学,463,2025,物理
8660,湛江科技学院,02,化学,物理+化学,463,2025,物理
8661,广州华立学院,01,不限,物理,477,2025,物理
8661,广州华立学院,02,不限,物理,477,2025,物理
8661,广州华立学院,03,化学,物理+化学,472,2025,物理
8661,广州华立学院,04,化学,物理+化学,463,2025,物理
8664,广东工商职业技术大学,02,不限,物理,489,2025,物理
8665,广州新华学院,02,不限,物理,480,2025,物理
8665,广州新华学院,03,化学,物理+化学,468,2025,物理
8668,广东理工学院,02,化学,物理+化学,463,2025,物理
8710,南宁学院,02,不限,物理,477,2025,物理
8710,南宁学院,03,化学,物理+化学,463,2025,物理
8713,柳州工学院,02,不限,物理,477,2025,物理
8713,柳州工学院,03,化学,物理+化学,463,2025,物理
8714,桂林学院,02,不限,物理,476,2025,物理
8714,桂林学院,03,化学,物理+化学,464,2025,物理
8715,广西中医药大学赛恩斯新医药学院,01,化学,物理+化学,475,2025,物理
8716,桂林信息科技学院,01,不限,物理,473,2025,物理
8716,桂林信息科技学院,02,化学,物理+化学,463,2025,物理
8717,南宁理工学院,02,不限,物理,476,2025,物理
8717,南宁理工学院,03,化学,物理+化学,463,2025,物理
8718,广西外国语学院,02,不限,物理,473,2025,物理
8718,广西外国语学院,03,化学,物理+化学,463,2025,物理
8740,海口经济学院,03,不限,物理,468,2025,物理
8740,海口经济学院,04,不限,物理,469,2025,物理
8740,海口经济学院,05,化学,物理+化学,463,2025,物理
8741,三亚学院,05,不限,物理,470,2025,物理
8741,三亚学院,06,不限,物理,472,2025,物理
8741,三亚学院,08,不限,物理,474,2025,物理
8741,三亚学院,09,化学,物理+化学,463,2025,物理
8741,三亚学院,10,化学,物理+化学,463,2025,物理
8757,海南科技职业大学,04,不限,物理,486,2025,物理
8760,成都东软学院,02,化学,物理+化学,475,2025,物理
8761,电子科技大学成都学院,02,化学,物理+化学,484,2025,物理
8762,成都理工大学工程技术学院,02,化学,物理+化学,472,2025,物理
8763,四川传媒学院,03,不限,物理,486,2025,物理
8763,四川传媒学院,04,不限,物理,490,2025,物理
8764,成都银杏酒店管理学院,02,不限,物理,478,2025,物理
8764,成都银杏酒店管理学院,03,生物,物理+生物,477,2025,物理
8765,成都文理学院,02,不限,物理,478,2025,物理
8766,四川工商学院,03,不限,物理,486,2025,物理
8766,四川工商学院,04,化学,物理+化学,488,2025,物理
8767,成都外国语学院,02,不限,物理,478,2025,物理
8769,成都锦城学院,03,不限,物理,488,2025,物理
8769,成都锦城学院,04,化学,物理+化学,494,2025,物理
8770,西南财经大学天府学院,04,不限,物理,492,2025,物理
8770,西南财经大学天府学院,05,不限,物理,493,2025,物理
8770,西南财经大学天府学院,06,不限,物理,494,2025,物理
8770,西南财经大学天府学院,07,不限,物理,496,2025,物理
8770,西南财经大学天府学院,08,化学,物理+化学,476,2025,物理
8770,西南财经大学天府学院,09,化学,物理+化学,463,2025,物理
8771,四川大学锦江学院,04,不限,物理,499,2025,物理
8771,四川大学锦江学院,05,化学,物理+化学,480,2025,物理
8771,四川大学锦江学院,06,思想政治,物理+思想政治,495,2025,物理
8774,西南交通大学希望学院,02,化学,物理+化学,472,2025,物理
8781,吉利学院,02,不限,物理,494,2025,物理
8781,吉利学院,03,化学,物理+化学,477,2025,物理
8801,重庆城市科技学院,03,不限,物理,482,2025,物理
8801,重庆城市科技学院,04,化学,物理+化学,473,2025,物理
8802,重庆外语外事学院,02,不限,物理,482,2025,物理
8803,重庆对外经贸学院,02,不限,物理,483,2025,物理
8803,重庆对外经贸学院,03,化学,物理+化学,472,2025,物理
8804,重庆财经学院,02,不限,物理,499,2025,物理
8804,重庆财经学院,03,化学,物理+化学,499,2025,物理
8805,重庆工商大学派斯学院,02,化学,物理+化学,473,2025,物理
8806,重庆移通学院,02,不限,物理,497,2025,物理
8806,重庆移通学院,05,化学,物理+化学,478,2025,物理
8808,重庆人文科技学院,02,化学,物理+化学,487,2025,物理
8833,四川工业科技学院,01,化学,物理+化学,481,2025,物理
8841,贵阳人文科技学院,02,化学,物理+化学,467,2025,物理
8848,茅台学院,01,不限,物理,505,2025,物理
8848,茅台学院,02,化学,物理+化学,496,2025,物理
8870,滇池学院,02,不限,物理,478,2025,物理
8870,滇池学院,03,化学,物理+化学,463,2025,物理
8871,丽江文化旅游学院,03,不限,物理,475,2025,物理
8871,丽江文化旅游学院,04,化学,物理+化学,463,2025,物理
8872,昆明城市学院,02,不限,物理,481,2025,物理
8872,昆明城市学院,03,化学,物理+化学,466,2025,物理
8873,昆明医科大学海源学院,02,不限,物理,489,2025,物理
8874,昆明传媒学院,02,不限,物理,480,2025,物理
8874,昆明传媒学院,03,化学,物理+化学,468,2025,物理
8875,昆明文理学院,02,不限,物理,479,2025,物理
8875,昆明文理学院,03,化学,物理+化学,463,2025,物理
8876,昆明理工大学津桥学院,02,不限,物理,479,2025,物理
8876,昆明理工大学津桥学院,03,化学,物理+化学,463,2025,物理
8878,云南经济管理学院,03,不限,物理,483,2025,物理
8878,云南经济管理学院,04,化学,物理+化学,466,2025,物理
8882,云南工商学院,02,化学,物理+化学,463,2025,物理
8901,西安培华学院,03,不限,物理,481,2025,物理
8901,西安培华学院,04,不限,物理,478,2025,物理
8901,西安培华学院,05,化学,物理+化学,471,2025,物理
8902,西安欧亚学院,02,不限,物理,477,2025,物理
8902,西安欧亚学院,03,化学,物理+化学,465,2025,物理
8903,西安外事学院,03,不限,物理,479,2025,物理
8903,西安外事学院,04,化学,物理+化学,469,2025,物理
8904,西安翻译学院,02,不限,物理,481,2025,物理
8905,西京学院,02,不限,物理,499,2025,物理
8906,西安思源学院,02,不限,物理,476,2025,物理
8906,西安思源学院,03,化学,物理+化学,463,2025,物理
8907,陕西国际商贸学院,02,不限,物理,479,2025,物理
8907,陕西国际商贸学院,03,化学,物理+化学,463,2025,物理
8910,西安交通大学城市学院,02,不限,物理,483,2025,物理
8910,西安交通大学城市学院,03,化学,物理+化学,470,2025,物理
8911,西北大学现代学院,02,不限,物理,483,2025,物理
8911,西北大学现代学院,03,不限,物理,472,2025,物理
8912,西安建筑科技大学华清学院,02,化学,物理+化学,468,2025,物理
8913,西安财经大学行知学院,02,不限,物理,497,2025,物理
8913,西安财经大学行知学院,03,化学,物理+化学,489,2025,物理
8914,西安工商学院,03,不限,物理,479,2025,物理
8914,西安工商学院,04,化学,物理+化学,465,2025,物理
8915,延安大学西安创新学院,02,化学,物理+化学,463,2025,物理
8916,西安明德理工学院,02,不限,物理,491,2025,物理
8916,西安明德理工学院,03,化学,物理+化学,465,2025,物理
8918,西安科技大学高新学院,02,不限,物理,497,2025,物理
8918,西安科技大学高新学院,03,化学,物理+化学,468,2025,物理
8940,兰州工商学院,02,不限,物理,475,2025,物理
8941,兰州博文科技学院,02,不限,物理,484,2025,物理
8941,兰州博文科技学院,03,化学,物理+化学,464,2025,物理
8942,兰州信息科技学院,01,化学,物理+化学,464,2025,物理
8970,宁夏理工学院,02,不限,物理,477,2025,物理
8970,宁夏理工学院,03,化学,物理+化学,463,2025,物理
8971,宁夏大学新华学院,02,不限,物理,480,2025,物理
8971,宁夏大学新华学院,03,化学,物理+化学,463,2025,物理
8971,宁夏大学新华学院,04,化学,物理+化学,464,2025,物理
8972,银川能源学院,02,不限,物理,475,2025,物理
8972,银川能源学院,03,化学,物理+化学,463,2025,物理
9112,香港珠海学院,02,不限,物理,465,2025,物理
