院校代号,院校名,专业组号,再选科目要求(原文),subject_requirement,投档最低分,年份,首选(科类)
5173,新乡学院,01,不限,历史,527,2025,历史
5173,新乡学院,02,不限,历史,524,2025,历史
5174,许昌学院,01,不限,历史,528,2025,历史
5181,南阳师范学院,01,不限,历史,529,2025,历史
5181,南阳师范学院,02,不限,历史,526,2025,历史
5181,南阳师范学院,04,地理,历史+地理,530,2025,历史
5182,南阳理工学院,01,不限,历史,529,2025,历史
5182,南阳理工学院,02,不限,历史,528,2025,历史
5182,南阳理工学院,03,不限,历史,528,2025,历史
5191,黄淮学院,01,不限,历史,521,2025,历史
5191,黄淮学院,02,不限,历史,531,2025,历史
5193,河南城建学院,01,不限,历史,522,2025,历史
5198,商丘师范学院,01,不限,历史,529,2025,历史
5198,商丘师范学院,02,思想政治,历史+思想政治,541,2025,历史
5198,商丘师范学院,03,地理,历史+地理,530,2025,历史
5201,武汉大学,03,不限,历史,641,2025,历史
5201,武汉大学,04,思想政治,历史+思想政治,639,2025,历史
5202,华中科技大学,01,不限,历史,623,2025,历史
5203,华中师范大学,02,不限,历史,604,2025,历史
5203,华中师范大学,03,思想政治,历史+思想政治,610,2025,历史
5203,华中师范大学,04,地理,历史+地理,612,2025,历史
5204,华中农业大学,01,不限,历史,591,2025,历史
5206,中南财经政法大学,01,不限,历史,610,2025,历史
5207,武汉理工大学,01,不限,历史,592,2025,历史
5208,中南民族大学,01,不限,历史,572,2025,历史
5208,中南民族大学,02,不限,历史,579,2025,历史
5208,中南民族大学,03,思想政治,历史+思想政治,577,2025,历史
5210,湖北美术学院,01,不限,历史,528,2025,历史
5211,湖北中医药大学,01,不限,历史,578,2025,历史
5212,武汉纺织大学,01,不限,历史,559,2025,历史
5213,武汉体育学院,01,不限,历史,530,2025,历史
5215,武汉工程大学,01,不限,历史,564,2025,历史
5216,武汉轻工大学,01,不限,历史,553,2025,历史
5217,武汉科技大学,01,不限,历史,567,2025,历史
5220,湖北第二师范学院,01,不限,历史,535,2025,历史
5221,湖北经济学院,01,不限,历史,551,2025,历史
5225,汉江师范学院,01,不限,历史,541,2025,历史
5243,长江大学,01,不限,历史,555,2025,历史
5251,三峡大学,01,不限,历史,550,2025,历史
5261,湖北师范大学,01,不限,历史,559,2025,历史
5261,湖北师范大学,02,地理,历史+地理,565,2025,历史
5265,湖北理工学院,01,不限,历史,532,2025,历史
5267,湖北民族大学,01,不限,历史,545,2025,历史
5271,湖北警官学院,01,不限,历史,558,2025,历史
5285,荆楚理工学院,01,不限,历史,527,2025,历史
5287,湖北科技学院,01,不限,历史,529,2025,历史
5290,湖北文理学院,01,不限,历史,526,2025,历史
5295,湖北工程学院,01,不限,历史,528,2025,历史
5301,湖南大学,01,不限,历史,625,2025,历史
5302,中南大学,01,不限,历史,621,2025,历史
5303,湖南师范大学,01,不限,历史,593,2025,历史
5303,湖南师范大学,02,思想政治,历史+思想政治,599,2025,历史
5303,湖南师范大学,03,地理,历史+地理,600,2025,历史
5305,湖南农业大学,01,不限,历史,555,2025,历史
5306,湖南工商大学,01,不限,历史,557,2025,历史
5307,长沙理工大学,01,不限,历史,566,2025,历史
5308,长沙学院,01,不限,历史,537,2025,历史
5308,长沙学院,02,不限,历史,535,2025,历史
5308,长沙学院,03,思想政治,历史+思想政治,542,2025,历史
5308,长沙学院,04,地理,历史+地理,536,2025,历史
5310,湖南人文科技学院,01,不限,历史,526,2025,历史
5310,湖南人文科技学院,03,思想政治,历史+思想政治,530,2025,历史
5320,湖南财政经济学院,01,不限,历史,545,2025,历史
5321,湖南科技大学,01,不限,历史,556,2025,历史
5322,湖南工程学院,01,不限,历史,526,2025,历史
5323,湘潭大学,01,不限,历史,579,2025,历史
5327,湖南工学院,01,不限,历史,527,2025,历史
5331,中南林业科技大学,01,不限,历史,557,2025,历史
5332,湖南工业大学,01,不限,历史,551,2025,历史
5341,南华大学,01,不限,历史,554,2025,历史
5342,衡阳师范学院,01,不限,历史,528,2025,历史
5342,衡阳师范学院,02,思想政治,历史+思想政治,556,2025,历史
5343,湖南文理学院,01,不限,历史,528,2025,历史
5351,湖南理工学院,01,不限,历史,529,2025,历史
5355,湖南城市学院,01,不限,历史,526,2025,历史
5361,吉首大学,01,不限,历史,543,2025,历史
5361,吉首大学,02,思想政治,历史+思想政治,544,2025,历史
5371,邵阳学院,01,不限,历史,526,2025,历史
5380,长沙师范学院,01,不限,历史,539,2025,历史
5380,长沙师范学院,02,不限,历史,539,2025,历史
5381,湘南学院,01,不限,历史,529,2025,历史
5385,怀化学院,01,不限,历史,529,2025,历史
5385,怀化学院,02,思想政治,历史+思想政治,532,2025,历史
5391,湖南科技学院,01,不限,历史,526,2025,历史
5391,湖南科技学院,02,思想政治,历史+思想政治,534,2025,历史
5393,湖南女子学院,01,不限,历史,525,2025,历史
5401,中山大学,01,不限,历史,633,2025,历史
5401,中山大学,02,思想政治,历史+思想政治,630,2025,历史
5402,华南理工大学,01,不限,历史,624,2025,历史
5404,广东外语外贸大学,01,不限,历史,573,2025,历史
5404,广东外语外贸大学,02,思想政治,历史+思想政治,578,2025,历史
5407,暨南大学,01,不限,历史,599,2025,历史
5412,广东金融学院,01,不限,历史,566,2025,历史
5413,华南师范大学,01,不限,历史,601,2025,历史
5414,广东财经大学,01,不限,历史,586,2025,历史
5416,广东轻工职业技术大学,01,不限,历史,525,2025,历史
5419,广州大学,01,不限,历史,577,2025,历史
5420,广州中医药大学,01,不限,历史,573,2025,历史
5421,汕头大学,01,不限,历史,570,2025,历史
5422,南方医科大学,01,不限,历史,572,2025,历史
5423,广州体育学院,01,不限,历史,530,2025,历史
5437,韶关学院,01,不限,历史,525,2025,历史
5451,深圳大学,01,不限,历史,601,2025,历史
5477,岭南师范学院,01,不限,历史,530,2025,历史
5477,岭南师范学院,02,地理,历史+地理,537,2025,历史
5479,深圳技术大学,01,不限,历史,580,2025,历史
5502,广西中医药大学,01,不限,历史,585,2025,历史
5504,南宁师范大学,01,不限,历史,541,2025,历史
5505,玉林师范学院,01,不限,历史,525,2025,历史
5505,玉林师范学院,02,不限,历史,522,2025,历史
5505,玉林师范学院,03,不限,历史,522,2025,历史
5505,玉林师范学院,04,不限,历史,527,2025,历史
5506,广西艺术学院,01,不限,历史,520,2025,历史
5510,桂林医科大学,01,生物,历史+生物,529,2025,历史
5511,广西师范大学,01,不限,历史,549,2025,历史
5511,广西师范大学,02,不限,历史,543,2025,历史
5512,桂林理工大学,01,不限,历史,529,2025,历史
5517,右江民族医学院,01,生物,历史+生物,528,2025,历史
5518,广西民族师范学院,01,不限,历史,521,2025,历史
5519,贺州学院,01,不限,历史,524,2025,历史
5521,桂林航天工业学院,01,不限,历史,537,2025,历史
5527,广西科技师范学院,01,不限,历史,525,2025,历史
5531,广西科技大学,01,不限,历史,529,2025,历史
5532,广西民族大学,01,不限,历史,541,2025,历史
5532,广西民族大学,02,不限,历史,526,2025,历史
5561,梧州学院,01,不限,历史,525,2025,历史
5601,海南大学,01,不限,历史,589,2025,历史
5601,海南大学,03,不限,历史,587,2025,历史
5601,海南大学,04,思想政治,历史+思想政治,589,2025,历史
5601,海南大学,05,思想政治,历史+思想政治,598,2025,历史
5602,海南师范大学,01,不限,历史,548,2025,历史
5602,海南师范大学,02,不限,历史,537,2025,历史
5602,海南师范大学,04,思想政治,历史+思想政治,557,2025,历史
5604,海南热带海洋学院,01,不限,历史,524,2025,历史
5604,海南热带海洋学院,03,思想政治,历史+思想政治,526,2025,历史
5619,琼台师范学院,01,不限,历史,523,2025,历史
5619,琼台师范学院,03,思想政治,历史+思想政治,529,2025,历史
6101,四川大学,02,不限,历史,623,2025,历史
6102,西南交通大学,01,不限,历史,592,2025,历史
6102,西南交通大学,02,思想政治,历史+思想政治,596,2025,历史
6103,西南财经大学,01,不限,历史,615,2025,历史
6104,电子科技大学,01,不限,历史,618,2025,历史
6105,西南民族大学,01,不限,历史,571,2025,历史
6107,成都信息工程大学,01,不限,历史,556,2025,历史
6108,成都体育学院,01,不限,历史,531,2025,历史
6108,成都体育学院,02,不限,历史,576,2025,历史
6109,四川音乐学院,01,不限,历史,529,2025,历史
6109,四川音乐学院,02,不限,历史,529,2025,历史
6109,四川音乐学院,03,不限,历史,528,2025,历史
6110,西华大学,01,不限,历史,550,2025,历史
6110,西华大学,02,思想政治,历史+思想政治,561,2025,历史
6111,成都中医药大学,01,不限,历史,564,2025,历史
6114,成都大学,01,不限,历史,557,2025,历史
6114,成都大学,03,不限,历史,561,2025,历史
6115,四川轻化工大学,01,不限,历史,544,2025,历史
6117,西昌学院,01,不限,历史,523,2025,历史
